,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),Aging type,Aging time (hour),Aging temp (K),Sonic/stir (bool),E field (kV/cm),Illumination (lux),Aging time (hour).1,To Aging Temperature (K),Stirring /heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi,matched index,Rh (IW avg log),intensity weighted average Rh (nm),derived Rh (nm),normalized intensity (0-1) corrected
159,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,328.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,27.24,,,,,,,1.94,,,,,,,2.82,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
160,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,338.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.605,,26.63,,,,,,,1.84,,,,,,,1.07,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
161,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,353.0,,,,,,,,,,,,,,,,,CF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.675,,41.86,,,,,,,1.83,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
162,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,328.0,,,,,,,,,,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,172.29,,,,,,,1.42,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
163,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,333.0,,,,,,,,,,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.435,,122.44,,,,,,,1.16,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
164,PffBT4T-2DT,217668.0,116400.0,1.87,,,1,0,0.0,0,0.0,,,373.0,,,,,,,,,,,,,,,,,TCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.235,,103.96,,,,,,,0.99,,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/adfm.202209195,,,,,
165,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,1.0,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,150.0,150.0,,
166,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,3.0,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,250.0,250.0,,
167,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,5.0,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,400.0,400.0,,
168,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,10.0,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,6700.0,6700.0,,
169,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,0.42,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,108.0,108.0,,
170,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,0.445,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,134.0,134.0,,
171,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,0.48,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,138.0,138.0,,
172,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,2.6,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,154.0,154.0,,
173,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,2.65,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,157.0,157.0,,
174,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,3.0,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,Tol,0.0,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,189.0,189.0,,
175,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,0.48,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,CF,0.0,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,50000.0,50000.0,,
176,MEH-PPV,127500.0,85000.0,1.5,,,0,0,1.0,0,0.0,90,4.7,298.0,,,,sonication,56,303.0,1.0,,,,,,3360,303,,,CF,0.0,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stretched exponential,,,,,https://doi.org/10.1063/1.2988193,,442.0,442.0,,
177,MEH-PPV,425000.0,85000.0,5.0,,,0,0,1.0,1,0.0,,0.03,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,Tol,0.0,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,"1-CONTIN for size distribution
2-convert Mw from company reported sheet",,https://doi.org/10.1021/jp208399z,,,,,
178,MEH-PPV,425000.5,85000.0,5.0,,,0,0,1.0,1,0.0,,0.1,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,Tol,0.0,,,,,,,,152.0,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,152.0,152.0,,
179,MEH-PPV,425001.0,85000.0,5.0,,,0,0,1.0,1,0.0,,0.3,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,Tol,0.0,,,,,,,,175.0,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,175.0,175.0,,
180,MEH-PPV,425001.5,85000.0,5.0,,,0,0,1.0,1,0.0,,1.0,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,Tol,0.0,,,,,,,,233.0,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,233.0,233.0,,
181,MEH-PPV,425002.0,85000.0,5.0,,,0,0,1.0,1,0.0,,3.0,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,Tol,0.0,,,,,,,,316.0,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,316.0,316.0,,
182,MEH-PPV,425002.5,85000.0,5.0,,,0,0,1.0,1,0.0,,0.1,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,CF,0.0,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,,,,
183,MEH-PPV,425003.0,85000.0,5.0,,,0,0,1.0,1,0.0,,0.3,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,CF,0.0,,,,,,,,142.0,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,142.0,142.0,,
184,MEH-PPV,425003.5,85000.0,5.0,,,0,0,1.0,1,0.0,,1.0,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,CF,0.0,,,,,,,,192.0,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,192.0,192.0,,
185,MEH-PPV,425004.0,85000.0,5.0,,,0,0,1.0,1,0.0,,3.0,298.0,,,,sonication,10,323.0,1.0,,,,,,600,323,,,CF,0.0,,,,,,,,231.0,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended Pecora’s formula,,,CONTIN for size distribution,,https://doi.org/10.1021/jp208399z,,231.0,231.0,,
186,PFO,47000.0,32191.78082,1.46,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,CF,0.0,,,,,,,,5.5,,,,,,,,,14.4,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,221.0,2.0553470541808245,2.454023186813187,"[0.482, 0.634, 0.686, 0.787, 0.892, 1.035, 1.256, 1.36, 1.728, 1.982, 2.433, 2.854, 3.386, 3.882, 4.767, 5.528, 6.559, 7.961, 9.775, 13.147, 16.702]","[0.         0.00299401 0.13173653 0.26746507 0.43313373 0.60479042
 0.85628743 0.89221557 1.         0.96706587 0.89720559 0.77644711
 0.63972056 0.55489022 0.38223553 0.30538922 0.19161677 0.1257485
 0.04491018 0.00598802 0.00199601]"
187,PFO,85000.0,60283.68794,1.41,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,CF,0.0,,,,,,,,7.1,,,,,,,,,18.1,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,222.0,2.9781477397186142,3.463714213962832,"[0.43, 0.641, 0.902, 1.023, 1.285, 1.473, 1.748, 1.982, 2.461, 3.425, 3.795, 4.713, 5.528, 6.71, 8.053, 9.339, 12.85, 17.087, 20.044]","[0.         0.00197239 0.03550296 0.16568047 0.37573964 0.55029586
 0.74358974 0.85108481 0.98915187 1.         0.93195266 0.78303748
 0.63708087 0.42998028 0.2495069  0.07889546 0.01577909 0.00591716
 0.00887574]"
188,PFO,113000.0,85606.06061,1.32,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,CF,0.0,,,,,,,,9.5,,,,,,,,,24.1,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,223.0,4.013005211729878,4.64737456228114,"[0.872, 1.228, 1.36, 1.728, 1.959, 2.272, 2.461, 2.887, 3.425, 4.821, 5.403, 6.787, 7.782, 9.446, 10.831, 13.297, 19.15, 25.465]","[0.         0.         0.07944389 0.31181728 0.45680238 0.63853029
 0.76564052 0.87884806 1.         0.9612711  0.86792453 0.70307845
 0.56901688 0.36444886 0.24428997 0.08341609 0.00993049 0.00595829]"
189,PFO,145000.0,116935.4839,1.24,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,CF,0.0,,,,,,,,13.0,,,,,,,,,32.0,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,224.0,9.146402702785922,10.164513065179097,"[2.489, 3.425, 3.972, 4.713, 5.282, 5.919, 6.71, 9.446, 10.708, 13.45, 14.734, 18.507, 20.274, 25.465, 37.094, 46.064]","[0.         0.00296736 0.18991098 0.40949555 0.53709199 0.71018793
 0.90801187 1.         0.89317507 0.7388724  0.6231454  0.37487636
 0.27794263 0.06429278 0.0049456  0.00296736]"
190,PFO,47000.0,32191.78082,1.46,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,69.27,1.0,4.94,0.16,2003.2,0.28,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,225.0,83.13552828872753,323.542543164626,"[1.313, 1.495, 1.704, 2.508, 3.312, 4.259, 4.915, 7.103, 8.136, 9.384, 13.533, 18.535, 26.059, 30.471, 32.636, 34.084, 36.285, 39.553, 42.437, 45.463, 48.997, 51.815, 58.82, 67.107, 75.482, 77.759, 84.665, 92.92, 95.96, 99.028, 108.046, 122.275, 150.808, 253.791, 329.184, 1062.462, 1212.968, 1552.992, 1784.299, 2051.79, 2225.466, 2363.952, 2589.469, 3266.883, 3894.785]","[0.02433862 0.02010582 0.02857143 0.04021164 0.08888889 0.14391534
 0.18201058 0.11640212 0.05608466 0.0031746  0.         0.01269841
 0.02645503 0.21904762 0.3047619  0.35343915 0.43703704 0.51851852
 0.64656085 0.73862434 0.83174603 0.92592593 0.95767196 0.9968254
 1.         0.88677249 0.68253968 0.42222222 0.34285714 0.23597884
 0.17671958 0.14179894 0.07407407 0.06772487 0.06137566 0.06349206
 0.11851852 0.23915344 0.29417989 0.33333333 0.30687831 0.22751323
 0.14179894 0.03703704 0.04232804]"
191,PFO,85000.0,60283.68794,1.41,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,140.14,1.0,7.07,0.08,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,226.0,102.59242245794556,148.86238277031268,"[1.321, 1.687, 2.167, 2.812, 3.602, 4.613, 5.905, 7.574, 9.726, 12.456, 15.991, 20.338, 26.387, 33.706, 40.683, 47.135, 54.52, 63.407, 75.661, 93.771, 120.031, 155.22, 190.7, 229.677, 273.02, 313.132, 384.059, 494.85, 636.825, 821.544, 1049.19, 1339.463, 1657.705]","[0.0337197  0.03055848 0.02950474 0.02739726 0.03793467 0.05057956
 0.06954689 0.06533193 0.04636459 0.01264489 0.00737619 0.
 0.00632244 0.04425711 0.20231823 0.3540569  0.52581665 0.7028451
 0.85669125 0.98103267 1.         0.8967334  0.76923077 0.59536354
 0.43730242 0.28240253 0.1032666  0.06111697 0.03793467 0.03477345
 0.03266596 0.03055848 0.02528978]"
192,PFO,113000.0,85606.06061,1.32,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,100.5,1.0,9.33,0.25,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,227.0,71.99001334527578,103.36828956151456,"[1.204, 1.543, 1.979, 2.537, 3.253, 4.167, 5.336, 6.831, 8.716, 11.231, 14.425, 18.532, 23.768, 30.449, 36.939, 42.186, 48.745, 56.644, 66.599, 82.678, 93.303, 105.987, 132.244, 156.664, 181.216, 204.65, 228.373, 275.245, 353.333, 453.097, 580.98, 2013.486]","[0.02913632 0.02601457 0.01977107 0.02185224 0.0239334  0.06139438
 0.12903226 0.19771072 0.23413111 0.19562955 0.11134235 0.01456816
 0.         0.03954214 0.1383975  0.29552549 0.45889698 0.63475546
 0.81477627 0.94380853 1.         0.95213319 0.83766909 0.65868887
 0.4880333  0.33298647 0.18106139 0.07180021 0.04266389 0.03433923
 0.03121748 0.02081165]"
193,PFO,145000.0,116935.4839,1.24,,,0,0,1.0,1,0.0,90,0.2,298.0,,,,,,,,,,,,480,,,,,10:90 vol% EtOH-CF,0.0,,,,,,,,100.5,1.0,10.2,0.12,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,http://dx.doi.org/10.1016/j.polymer.2016.09.072,228.0,42.621652821722186,49.97837944765575,"[1.773, 2.963, 3.539, 4.048, 5.729, 8.161, 11.293, 15.632, 21.924, 22.826, 26.148, 29.313, 33.276, 35.295, 40.207, 51.008, 63.031, 75.367, 86.813, 99.34, 108.714, 114.938, 147.118, 202.06, 281.631]","[0.01022495 0.0408998  0.0194274  0.05419223 0.09406953 0.08997955
 0.01738241 0.         0.13087935 0.21574642 0.41615542 0.60224949
 0.78936605 0.97852761 0.97341513 1.         0.83026585 0.66462168
 0.46421268 0.27505112 0.14621677 0.07055215 0.0398773  0.0204499
 0.01635992]"
194,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,1.0,293.0,,,,,,,,,,,,480,,,,,0:100 vol% EtOH-Tol,0.0,,,,,,,,29.34,1.0,,,,,,,,,,,,,,,,,0.69,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951,229.0,28.4227628392462,32.95762843068262,"[4.76, 5.8, 6.9, 7.62, 8.84, 9.52, 10.25, 11.89, 13.13, 14.86, 16.41, 19.04, 20.0, 22.64, 24.99, 28.29, 31.23, 34.49, 40.01, 43.09, 51.25, 56.58, 62.47, 68.98, 80.03, 90.57, 102.51, 128.09, 156.15]","[0.00980392 0.00980392 0.02941176 0.06862745 0.09803922 0.15686275
 0.23529412 0.40196078 0.5        0.58823529 0.70588235 0.7745098
 0.84313725 0.92156863 1.         1.         0.99019608 0.98039216
 0.93137255 0.8627451  0.76470588 0.65686275 0.54901961 0.41176471
 0.26470588 0.1372549  0.02941176 0.00980392 0.        ]"
195,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,1.0,293.0,,,,,,,,,,,,480,,,,,5:95 vol% EtOH-Tol,0.0,,,,,,,,48.79,1.0,,,,,,,,,,,,,,,,,0.96,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951,230.0,53.382148890713395,65.21312295973884,"[9.52, 12.5, 15.62, 17.67, 19.04, 21.54, 24.99, 28.29, 32.82, 41.01, 48.77, 64.04, 72.48, 88.36, 97.55, 121.9, 148.61, 172.41, 210.17, 262.64, 320.17, 362.36, 452.81, 538.5]","[0.02040816 0.01020408 0.06122449 0.13265306 0.21428571 0.3877551
 0.56122449 0.71428571 0.86734694 0.96938776 1.         0.92857143
 0.85714286 0.75510204 0.67346939 0.45918367 0.35714286 0.23469388
 0.12244898 0.03061224 0.01020408 0.01020408 0.         0.        ]"
196,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,1.0,293.0,,,,,,,,,,,,480,,,,,10:90 vol% EtOH-Tol,0.0,,,,,,,,57.51,1.0,,,,,,,,,,,,,,,,,0.7,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951,231.0,56.31653073875513,67.65519332161686,"[7.07, 8.41, 10.25, 13.13, 16.41, 20.0, 23.21, 27.6, 30.47, 34.49, 40.01, 46.42, 53.85, 64.04, 80.03, 92.84, 102.51, 113.18, 131.3, 148.61, 172.41, 205.03, 232.06, 262.64, 304.7, 353.5, 430.93]","[0.02020202 0.         0.03030303 0.04040404 0.2020202  0.33333333
 0.45454545 0.61616162 0.72727273 0.81818182 0.90909091 0.98989899
 1.         0.98989899 0.91919192 0.82828283 0.73737374 0.60606061
 0.51515152 0.39393939 0.22222222 0.1010101  0.04040404 0.
 0.         0.         0.        ]"
197,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,1.0,293.0,,,,,,,,,,,,480,,,,,15:85 vol% EtOH-Tol,0.0,,,,,,,,698.48,1.0,20.19,0.11,,,,,,,,,,,,,,,2.17,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951,232.0,544.4034787574013,595.8256060924369,"[2.56, 3.714, 5.386, 7.813, 11.321, 16.383, 23.81, 34.586, 50.166, 72.766, 105.548, 153.097, 222.068, 321.591, 420.448, 462.748, 485.416, 548.755, 642.897, 749.469, 865.938, 1044.038, 1378.267, 1999.445]","[0.         0.         0.         0.         0.01789474 0.05684211
 0.02421053 0.         0.         0.         0.         0.
 0.         0.02736842 0.16105263 0.38421053 0.58105263 1.
 0.82631579 0.49473684 0.30947368 0.12315789 0.00210526 0.        ]"
198,F8BT,35244.0,19800.0,1.78,,,0,0,1.0,1,0.0,,1.0,293.0,,,,,,,,,,,,480,,,,,20:80 vol% EtOH-Tol,0.0,,,,,,,,709.01,1.0,20192.72,0.23,,,,,,,,,,,,,,,2.52,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2023.125951,233.0,769.3227918533132,2165.1346523799275,"[176.71, 253.476, 331.944, 359.439, 384.261, 404.65, 425.84, 483.919, 670.134, 769.287, 866.921, 1020.303, 1400.695, 2933.895, 5529.348, 7276.792, 11191.801, 15694.338, 22948.168, 33522.783, 45470.744]","[0.03590285 0.01583949 0.07708553 0.13833157 0.29039071 0.48891235
 0.69588173 1.         0.73389652 0.48785639 0.26293559 0.03590285
 0.03590285 0.03590285 0.03590285 0.03590285 0.19957761 0.19535375
 0.09503696 0.0063358  0.        ]"
199,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,1,0.0,,0.7,293.0,,,,sonic/stir (heat),8,348.0,1.0,,,,,480,,348,,,CB,0.0,,,,,,,,12.2,,,,,,,,,32.5,,,,,,,,,,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2019.121986,,12.2,12.2,,
200,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,1,0.0,,0.7,293.0,,,,sonic/stir (heat),8,348.0,1.0,,,,,480,,348,,,Tol,0.0,,,,,,,,10.9,,,,,,,,,28.1,,,,,,,,,,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2019.121986,,10.9,10.9,,
201,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,1,0.0,,0.7,293.0,,,,sonic/stir (heat),8,328.0,1.0,,,,,480,,328,,,THF,0.0,,,,,,,,10.5,,,,,,,,,20.8,,,,,,,,,,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2019.121986,,10.5,10.5,,
202,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,1,0.0,,0.7,293.0,,,,sonic/stir (heat),8,328.0,1.0,,,,,480,,328,,,CF,0.0,,,,,,,,9.9,,,,,,,,,22.7,,,,,,,,,,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2019.121986,,9.9,9.9,,
203,PFO,70460.0,60222.22222,1.17,,,0,0,1.0,1,0.0,,5.0,293.0,,,,sonic/stir (heat),8,348.0,1.0,,,,,480,,348,,,CB,0.0,,,,,,,,135722.88,1.0,262.04,0.67,9.1,0.55,,,,216.9,,,,,,,,,1.82,,126000-287000,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN,,,,,https://doi.org/10.1016/j.polymer.2019.121986,238.0,7162.219310749616,111331.04444742981,"[1.336, 2.357, 3.828, 4.974, 8.093, 14.067, 20.55, 34.991, 67.199, 94.697, 134.118, 202.581, 296.793, 365.994, 626.166, 1063.349, 1978.592, 2822.917, 7803.768, 19145.431, 49865.8, 83158.137, 92088.884, 103093.416, 115423.264, 121700.011, 133722.391, 215568.791, 241875.176, 294430.657, 350935.666, 436855.267, 562166.166, 880202.803]","[0.         0.00191939 0.20345489 0.32917466 0.49136276 0.41170825
 0.22456814 0.03454894 0.02975048 0.1890595  0.378119   0.57485605
 0.67466411 0.61420345 0.4193858  0.2706334  0.18138196 0.0268714
 0.02975048 0.04126679 0.05278311 0.14971209 0.35028791 0.54222649
 0.73608445 0.85508637 1.         0.96928983 0.82533589 0.5940499
 0.39539347 0.21785029 0.06046065 0.0547025 ]"
