index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
,,,,,,,,,,,,,,,,,,,,,,838,114.16,0.071,54
,,,,,,,,,,,,,,,,,,,,,,838,146.296,0.058,54
,,,,,,,,,,,,,,,,,,,,,,838,168.37,0.049,54
,,,,,,,,,,,,,,,,,,,,,,838,213.381,0.038,54
,,,,,,,,,,,,,,,,,,,,,,838,253.518,0.029,54
,,,,,,,,,,,,,,,,,,,,,,838,307.531,0.023,54
,,,,,,,,,,,,,,,,,,,,,,838,381.09,0.017,54
,,,,,,,,,,,,,,,,,,,,,,838,447.599,0.013,54
,,,,,,,,,,,,,,,,,,,,,,838,525.556,0.01,54
,,,,,,,,,,,,,,,,,,,,,,838,643.919,0.007,54
,,,,,,,,,,,,,,,,,,,,,,838,915.621,0.006,54
,,,,,,,,,,,,,,,,,,,,,,838,1343.965,0.006,54
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,839,2.028,-0.001,55
,,,,,,,,,,,,,,,,,,,,,,839,2.863,-0.002,55
,,,,,,,,,,,,,,,,,,,,,,839,3.135,0.026,55
,,,,,,,,,,,,,,,,,,,,,,839,3.893,0.087,55
,,,,,,,,,,,,,,,,,,,,,,839,4.585,0.131,55
,,,,,,,,,,,,,,,,,,,,,,839,5.178,0.142,55
,,,,,,,,,,,,,,,,,,,,,,839,6.809,0.161,55
,,,,,,,,,,,,,,,,,,,,,,839,7.641,0.128,55
,,,,,,,,,,,,,,,,,,,,,,839,8.342,0.101,55
,,,,,,,,,,,,,,,,,,,,,,839,9.358,0.067,55
,,,,,,,,,,,,,,,,,,,,,,839,10.448,0.043,55
,,,,,,,,,,,,,,,,,,,,,,839,12.689,0.002,55
,,,,,,,,,,,,,,,,,,,,,,839,18.122,0.003,55
,,,,,,,,,,,,,,,,,,,,,,839,21.205,0.02,55
,,,,,,,,,,,,,,,,,,,,,,839,27.155,0.047,55
,,,,,,,,,,,,,,,,,,,,,,839,31.341,0.059,55
,,,,,,,,,,,,,,,,,,,,,,839,39.21,0.082,55
,,,,,,,,,,,,,,,,,,,,,,839,49.569,0.089,55
,,,,,,,,,,,,,,,,,,,,,,839,60.11,0.096,55
,,,,,,,,,,,,,,,,,,,,,,839,70.826,0.09,55
,,,,,,,,,,,,,,,,,,,,,,839,85.159,0.084,55
,,,,,,,,,,,,,,,,,,,,,,839,101.174,0.075,55
,,,,,,,,,,,,,,,,,,,,,,839,123.733,0.062,55
,,,,,,,,,,,,,,,,,,,,,,839,140.856,0.052,55
,,,,,,,,,,,,,,,,,,,,,,839,175.904,0.039,55
,,,,,,,,,,,,,,,,,,,,,,839,208.984,0.03,55
,,,,,,,,,,,,,,,,,,,,,,839,248.067,0.02,55
,,,,,,,,,,,,,,,,,,,,,,839,298.466,0.014,55
,,,,,,,,,,,,,,,,,,,,,,839,366.374,0.007,55
,,,,,,,,,,,,,,,,,,,,,,839,445.054,0.001,55
,,,,,,,,,,,,,,,,,,,,,,839,535.474,-0.005,55
,,,,,,,,,,,,,,,,,,,,,,839,645.109,-0.008,55
,,,,,,,,,,,,,,,,,,,,,,839,746.493,-0.009,55
,,,,,,,,,,,,,,,,,,,,,,839,1098.687,-0.01,55
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,8,42.307,0.02,2
,,,,,,,,,,,,,,,,,,,,,,8,56.418,0.02,2
,,,,,,,,,,,,,,,,,,,,,,8,85.613,0.061,2
,,,,,,,,,,,,,,,,,,,,,,8,107.093,0.061,2
,,,,,,,,,,,,,,,,,,,,,,8,142.718,0.041,2
,,,,,,,,,,,,,,,,,,,,,,8,202.756,0.02,2
,,,,,,,,,,,,,,,,,,,,,,8,372.273,0.02,2
,,,,,,,,,,,,,,,,,,,,,,8,515.25,0.184,2
,,,,,,,,,,,,,,,,,,,,,,8,587.477,0.286,2
,,,,,,,,,,,,,,,,,,,,,,8,649.594,0.429,2
,,,,,,,,,,,,,,,,,,,,,,8,742.104,0.592,2
,,,,,,,,,,,,,,,,,,,,,,8,849.451,0.816,2
,,,,,,,,,,,,,,,,,,,,,,8,970.424,0.98,2
,,,,,,,,,,,,,,,,,,,,,,8,1241.14,0.673,2
,,,,,,,,,,,,,,,,,,,,,,8,1537.416,0.367,2
,,,,,,,,,,,,,,,,,,,,,,8,1794.602,0.204,2
,,,,,,,,,,,,,,,,,,,,,,8,2456.44,0.02,2
,,,,,,,,,,,,,,,,,,,,,,8,4097.589,0.02,2
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,27,39.413,0.051,3
,,,,,,,,,,,,,,,,,,,,,,27,57.222,0.123,3
,,,,,,,,,,,,,,,,,,,,,,27,78.366,0.244,3
,,,,,,,,,,,,,,,,,,,,,,27,106.23,0.199,3
,,,,,,,,,,,,,,,,,,,,,,27,135.417,0.152,3
,,,,,,,,,,,,,,,,,,,,,,27,162.334,0.105,3
,,,,,,,,,,,,,,,,,,,,,,27,360.898,0.116,3
,,,,,,,,,,,,,,,,,,,,,,27,1273.451,0.151,3
,,,,,,,,,,,,,,,,,,,,,,27,3400.82,0.149,3
,,,,,,,,,,,,,,,,,,,,,,27,4277.872,0.385,3
,,,,,,,,,,,,,,,,,,,,,,27,5212.929,0.605,3
,,,,,,,,,,,,,,,,,,,,,,27,5967.614,0.807,3
,,,,,,,,,,,,,,,,,,,,,,27,7088.165,1.109,3
,,,,,,,,,,,,,,,,,,,,,,27,7669.843,0.894,3
,,,,,,,,,,,,,,,,,,,,,,27,8584.576,0.729,3
,,,,,,,,,,,,,,,,,,,,,,27,9336.75,0.597,3
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,28,25.902,0.002,3
,,,,,,,,,,,,,,,,,,,,,,28,41.052,0.024,3
,,,,,,,,,,,,,,,,,,,,,,28,57.544,0.171,3
,,,,,,,,,,,,,,,,,,,,,,28,85.77,0.082,3
,,,,,,,,,,,,,,,,,,,,,,28,113.066,0.022,3
,,,,,,,,,,,,,,,,,,,,,,28,202.613,0.022,3
,,,,,,,,,,,,,,,,,,,,,,28,478.63,0.034,3
,,,,,,,,,,,,,,,,,,,,,,28,2435.94,0.072,3
,,,,,,,,,,,,,,,,,,,,,,28,3019.952,0.313,3
,,,,,,,,,,,,,,,,,,,,,,28,3521.005,0.569,3
,,,,,,,,,,,,,,,,,,,,,,28,3743.978,0.792,3
,,,,,,,,,,,,,,,,,,,,,,28,4501.252,1.017,3
,,,,,,,,,,,,,,,,,,,,,,28,5248.075,0.813,3
,,,,,,,,,,,,,,,,,,,,,,28,6118.806,0.466,3
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,32,12.457,0.011,3
,,,,,,,,,,,,,,,,,,,,,,32,23.728,0.004,3
,,,,,,,,,,,,,,,,,,,,,,32,43.867,0.012,3
,,,,,,,,,,,,,,,,,,,,,,32,56.668,0.182,3
,,,,,,,,,,,,,,,,,,,,,,32,73.273,0.368,3
,,,,,,,,,,,,,,,,,,,,,,32,92.995,0.249,3
,,,,,,,,,,,,,,,,,,,,,,32,121.822,0.147,3
,,,,,,,,,,,,,,,,,,,,,,32,185.912,0.031,3
,,,,,,,,,,,,,,,,,,,,,,32,324.127,0.084,3
,,,,,,,,,,,,,,,,,,,,,,32,415.219,0.118,3
,,,,,,,,,,,,,,,,,,,,,,32,460.857,0.316,3
,,,,,,,,,,,,,,,,,,,,,,32,480.13,0.483,3
,,,,,,,,,,,,,,,,,,,,,,32,585.449,0.713,3
,,,,,,,,,,,,,,,,,,,,,,32,713.87,0.943,3
,,,,,,,,,,,,,,,,,,,,,,32,821.634,0.733,3
,,,,,,,,,,,,,,,,,,,,,,32,1041.819,0.599,3
,,,,,,,,,,,,,,,,,,,,,,32,1344.587,0.754,3
,,,,,,,,,,,,,,,,,,,,,,32,1899.367,0.88,3
,,,,,,,,,,,,,,,,,,,,,,32,2177.965,0.609,3
,,,,,,,,,,,,,,,,,,,,,,32,2680.556,0.491,3
,,,,,,,,,,,,,,,,,,,,,,32,3099.603,0.356,3
,,,,,,,,,,,,,,,,,,,,,,32,3485.43,0.267,3
,,,,,,,,,,,,,,,,,,,,,,32,3919.283,0.178,3
,,,,,,,,,,,,,,,,,,,,,,32,4148.327,0.103,3
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,70,2.27,0,5
,,,,,,,,,,,,,,,,,,,,,,70,6.698,0,5
,,,,,,,,,,,,,,,,,,,,,,70,20.7,0,5
,,,,,,,,,,,,,,,,,,,,,,70,23.094,0.312,5
,,,,,,,,,,,,,,,,,,,,,,70,28.387,0.571,5
,,,,,,,,,,,,,,,,,,,,,,70,34.159,0.312,5
,,,,,,,,,,,,,,,,,,,,,,70,42.315,-0.013,5
,,,,,,,,,,,,,,,,,,,,,,70,70.141,0,5
,,,,,,,,,,,,,,,,,,,,,,70,1399.504,0,5
,,,,,,,,,,,,,,,,,,,,,,70,4226.433,0,5
,,,,,,,,,,,,,,,,,,,,,,70,7453.112,0.091,5
,,,,,,,,,,,,,,,,,,,,,,70,8624.11,0.506,5
,,,,,,,,,,,,,,,,,,,,,,70,10187.132,0.948,5
,,,,,,,,,,,,,,,,,,,,,,70,13405.182,0.468,5
,,,,,,,,,,,,,,,,,,,,,,70,15126.563,0.156,5
,,,,,,,,,,,,,,,,,,,,,,70,23738.57,0.013,5
,,,,,,,,,,,,,,,,,,,,,,70,38407.46,0.039,5
,,,,,,,,,,,,,,,,,,,,,,70,78511.824,0.026,5
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,83,3.297,0.031,7
,,,,,,,,,,,,,,,,,,,,,,83,8.282,0.031,7
,,,,,,,,,,,,,,,,,,,,,,83,18.973,0.031,7
,,,,,,,,,,,,,,,,,,,,,,83,21.503,0.313,7
,,,,,,,,,,,,,,,,,,,,,,83,24.406,0.563,7
,,,,,,,,,,,,,,,,,,,,,,83,28.347,0.313,7
,,,,,,,,,,,,,,,,,,,,,,83,33.018,0,7
,,,,,,,,,,,,,,,,,,,,,,83,104.262,0.031,7
,,,,,,,,,,,,,,,,,,,,,,83,1509.211,0,7
,,,,,,,,,,,,,,,,,,,,,,83,5232.991,0,7
,,,,,,,,,,,,,,,,,,,,,,83,13144.679,0,7
,,,,,,,,,,,,,,,,,,,,,,83,13547.994,0.344,7
,,,,,,,,,,,,,,,,,,,,,,83,14003.932,0.625,7
,,,,,,,,,,,,,,,,,,,,,,83,15157.41,0.906,7
,,,,,,,,,,,,,,,,,,,,,,83,17528.712,0.75,7
,,,,,,,,,,,,,,,,,,,,,,83,20329.421,0.531,7
,,,,,,,,,,,,,,,,,,,,,,83,21503.047,0.313,7
,,,,,,,,,,,,,,,,,,,,,,83,22842.835,0,7
,,,,,,,,,,,,,,,,,,,,,,83,33017.942,0,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,84,1.987,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,4.99,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,10.918,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,12.303,0.438,7
,,,,,,,,,,,,,,,,,,,,,,84,14.622,0.688,7
,,,,,,,,,,,,,,,,,,,,,,84,16.335,0.281,7
,,,,,,,,,,,,,,,,,,,,,,84,18.145,0,7
,,,,,,,,,,,,,,,,,,,,,,84,65.785,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,65.785,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,434.635,0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,1814.471,0,7
,,,,,,,,,,,,,,,,,,,,,,84,5737.861,0,7
,,,,,,,,,,,,,,,,,,,,,,84,6219.422,0.25,7
,,,,,,,,,,,,,,,,,,,,,,84,6760.83,0.438,7
,,,,,,,,,,,,,,,,,,,,,,84,7328.245,0.688,7
,,,,,,,,,,,,,,,,,,,,,,84,7954.722,0.906,7
,,,,,,,,,,,,,,,,,,,,,,84,9159.568,0.844,7
,,,,,,,,,,,,,,,,,,,,,,84,10638.368,0.594,7
,,,,,,,,,,,,,,,,,,,,,,84,11236.343,0.406,7
,,,,,,,,,,,,,,,,,,,,,,84,11867.931,0.219,7
,,,,,,,,,,,,,,,,,,,,,,84,13783.992,-0.031,7
,,,,,,,,,,,,,,,,,,,,,,84,28798.84,-0.031,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,88,1.445,0.031,7
,,,,,,,,,,,,,,,,,,,,,,88,4.571,0.031,7
,,,,,,,,,,,,,,,,,,,,,,88,16.596,0,7
,,,,,,,,,,,,,,,,,,,,,,88,19.953,0.313,7
,,,,,,,,,,,,,,,,,,,,,,88,22.909,0.656,7
,,,,,,,,,,,,,,,,,,,,,,88,26.303,0.438,7
,,,,,,,,,,,,,,,,,,,,,,88,28.84,0.188,7
,,,,,,,,,,,,,,,,,,,,,,88,28.84,0,7
,,,,,,,,,,,,,,,,,,,,,,88,45.709,0,7
,,,,,,,,,,,,,,,,,,,,,,88,120.226,0,7
,,,,,,,,,,,,,,,,,,,,,,88,1148.154,0,7
,,,,,,,,,,,,,,,,,,,,,,88,5754.399,0,7
,,,,,,,,,,,,,,,,,,,,,,88,6309.573,0.031,7
,,,,,,,,,,,,,,,,,,,,,,88,6606.934,0.406,7
,,,,,,,,,,,,,,,,,,,,,,88,7244.36,0.656,7
,,,,,,,,,,,,,,,,,,,,,,88,8317.638,0.844,7
,,,,,,,,,,,,,,,,,,,,,,88,9549.926,0.781,7
,,,,,,,,,,,,,,,,,,,,,,88,10471.285,0.531,7
,,,,,,,,,,,,,,,,,,,,,,88,10964.782,0.281,7
,,,,,,,,,,,,,,,,,,,,,,88,12022.644,0.031,7
,,,,,,,,,,,,,,,,,,,,,,88,15135.612,0,7
,,,,,,,,,,,,,,,,,,,,,,88,25118.864,0,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,136,2.146,0.002,8
,,,,,,,,,,,,,,,,,,,,,,136,2.932,0.011,8
,,,,,,,,,,,,,,,,,,,,,,136,4.004,0.016,8
,,,,,,,,,,,,,,,,,,,,,,136,5.382,0.019,8
,,,,,,,,,,,,,,,,,,,,,,136,7.12,0.017,8
,,,,,,,,,,,,,,,,,,,,,,136,9.415,0.009,8
,,,,,,,,,,,,,,,,,,,,,,136,12.258,0.001,8
,,,,,,,,,,,,,,,,,,,,,,136,15.965,-0.003,8
,,,,,,,,,,,,,,,,,,,,,,136,21.786,-0.007,8
,,,,,,,,,,,,,,,,,,,,,,136,29.732,-0.009,8
,,,,,,,,,,,,,,,,,,,,,,136,37.541,-0.011,8
,,,,,,,,,,,,,,,,,,,,,,136,50.456,-0.01,8
,,,,,,,,,,,,,,,,,,,,,,136,67.814,-0.01,8
,,,,,,,,,,,,,,,,,,,,,,136,89.746,-0.007,8
,,,,,,,,,,,,,,,,,,,,,,136,117.074,0.01,8
,,,,,,,,,,,,,,,,,,,,,,136,155.227,0.036,8
,,,,,,,,,,,,,,,,,,,,,,136,199.554,0.065,8
,,,,,,,,,,,,,,,,,,,,,,136,281.407,0.084,8
,,,,,,,,,,,,,,,,,,,,,,136,372.333,0.083,8
,,,,,,,,,,,,,,,,,,,,,,136,492.125,0.069,8
,,,,,,,,,,,,,,,,,,,,,,136,650.834,0.062,8
,,,,,,,,,,,,,,,,,,,,,,136,888.441,0.063,8
,,,,,,,,,,,,,,,,,,,,,,136,1158.306,0.073,8
,,,,,,,,,,,,,,,,,,,,,,136,1534.707,0.09,8
,,,,,,,,,,,,,,,,,,,,,,136,2005.293,0.128,8
,,,,,,,,,,,,,,,,,,,,,,136,2756.519,0.218,8
,,,,,,,,,,,,,,,,,,,,,,136,3575.505,0.362,8
,,,,,,,,,,,,,,,,,,,,,,136,4932.684,0.499,8
,,,,,,,,,,,,,,,,,,,,,,136,6641.136,0.522,8
,,,,,,,,,,,,,,,,,,,,,,136,7154.969,0.48,8
,,,,,,,,,,,,,,,,,,,,,,136,8305.944,0.397,8
,,,,,,,,,,,,,,,,,,,,,,136,9499.862,0.324,8
,,,,,,,,,,,,,,,,,,,,,,136,10993.534,0.201,8
,,,,,,,,,,,,,,,,,,,,,,136,11668.08,0.167,8
,,,,,,,,,,,,,,,,,,,,,,136,13950.366,0.063,8
,,,,,,,,,,,,,,,,,,,,,,136,19247.837,0.001,8
,,,,,,,,,,,,,,,,,,,,,,136,25440.48,-0.013,8
,,,,,,,,,,,,,,,,,,,,,,136,34704.127,-0.021,8
,,,,,,,,,,,,,,,,,,,,,,136,47357.436,-0.025,8
,,,,,,,,,,,,,,,,,,,,,,136,58879.444,-0.026,8
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,137,2.248,-0.001,8
,,,,,,,,,,,,,,,,,,,,,,137,3.069,0,8
,,,,,,,,,,,,,,,,,,,,,,137,3.999,0.002,8
,,,,,,,,,,,,,,,,,,,,,,137,5.459,0.003,8
,,,,,,,,,,,,,,,,,,,,,,137,7.223,0.002,8
,,,,,,,,,,,,,,,,,,,,,,137,9.117,-0.004,8
,,,,,,,,,,,,,,,,,,,,,,137,12.063,-0.005,8
,,,,,,,,,,,,,,,,,,,,,,137,16.984,-0.007,8
,,,,,,,,,,,,,,,,,,,,,,137,22.474,-0.007,8
,,,,,,,,,,,,,,,,,,,,,,137,30.676,-0.007,8
,,,,,,,,,,,,,,,,,,,,,,137,43.87,-0.008,8
,,,,,,,,,,,,,,,,,,,,,,137,58.031,-0.012,8
,,,,,,,,,,,,,,,,,,,,,,137,79.227,-0.01,8
,,,,,,,,,,,,,,,,,,,,,,137,116.979,0,8
,,,,,,,,,,,,,,,,,,,,,,137,159.983,0.024,8
,,,,,,,,,,,,,,,,,,,,,,137,211.971,0.041,8
,,,,,,,,,,,,,,,,,,,,,,137,285.122,0.052,8
,,,,,,,,,,,,,,,,,,,,,,137,371.039,0.038,8
,,,,,,,,,,,,,,,,,,,,,,137,490.015,0.014,8
,,,,,,,,,,,,,,,,,,,,,,137,647.819,0.003,8
,,,,,,,,,,,,,,,,,,,,,,137,884.223,0.002,8
,,,,,,,,,,,,,,,,,,,,,,137,1152.405,0.007,8
,,,,,,,,,,,,,,,,,,,,,,137,1550.464,0.021,8
,,,,,,,,,,,,,,,,,,,,,,137,2027.294,0.068,8
,,,,,,,,,,,,,,,,,,,,,,137,2380.337,0.132,8
,,,,,,,,,,,,,,,,,,,,,,137,2751.723,0.196,8
,,,,,,,,,,,,,,,,,,,,,,137,3139.6,0.291,8
,,,,,,,,,,,,,,,,,,,,,,137,3646.764,0.416,8
,,,,,,,,,,,,,,,,,,,,,,137,3963.734,0.487,8
,,,,,,,,,,,,,,,,,,,,,,137,4306.254,0.553,8
,,,,,,,,,,,,,,,,,,,,,,137,4909.263,0.638,8
,,,,,,,,,,,,,,,,,,,,,,137,6520.443,0.686,8
,,,,,,,,,,,,,,,,,,,,,,137,7561.441,0.59,8
,,,,,,,,,,,,,,,,,,,,,,137,8646.334,0.514,8
,,,,,,,,,,,,,,,,,,,,,,137,9282.929,0.427,8
,,,,,,,,,,,,,,,,,,,,,,137,10129.684,0.349,8
,,,,,,,,,,,,,,,,,,,,,,137,10566.87,0.292,8
,,,,,,,,,,,,,,,,,,,,,,137,11371.235,0.235,8
,,,,,,,,,,,,,,,,,,,,,,137,12591.3,0.146,8
,,,,,,,,,,,,,,,,,,,,,,137,13763.778,0.09,8
,,,,,,,,,,,,,,,,,,,,,,137,14598.13,0.047,8
,,,,,,,,,,,,,,,,,,,,,,137,16490.404,0.014,8
,,,,,,,,,,,,,,,,,,,,,,137,19214.351,-0.021,8
,,,,,,,,,,,,,,,,,,,,,,137,25422.768,-0.022,8
,,,,,,,,,,,,,,,,,,,,,,137,35244.074,-0.023,8
,,,,,,,,,,,,,,,,,,,,,,137,44516.176,-0.02,8
,,,,,,,,,,,,,,,,,,,,,,137,60761.114,-0.021,8
,,,,,,,,,,,,,,,,,,,,,,137,82972.709,-0.016,8
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,144,1.695,0.002,10
,,,,,,,,,,,,,,,,,,,,,,144,2.652,0.001,10
,,,,,,,,,,,,,,,,,,,,,,144,4.15,0.005,10
,,,,,,,,,,,,,,,,,,,,,,144,5.275,0.01,10
,,,,,,,,,,,,,,,,,,,,,,144,7.034,0.014,10
,,,,,,,,,,,,,,,,,,,,,,144,9.38,0.012,10
,,,,,,,,,,,,,,,,,,,,,,144,12.311,0.016,10
,,,,,,,,,,,,,,,,,,,,,,144,16.156,0.025,10
,,,,,,,,,,,,,,,,,,,,,,144,21.892,0.037,10
,,,,,,,,,,,,,,,,,,,,,,144,27.826,0.034,10
,,,,,,,,,,,,,,,,,,,,,,144,40.842,0.031,10
,,,,,,,,,,,,,,,,,,,,,,144,50.279,0.025,10
,,,,,,,,,,,,,,,,,,,,,,144,68.129,0.015,10
,,,,,,,,,,,,,,,,,,,,,,144,85.223,0.009,10
,,,,,,,,,,,,,,,,,,,,,,144,115.478,0.019,10
,,,,,,,,,,,,,,,,,,,,,,144,156.475,0.035,10
,,,,,,,,,,,,,,,,,,,,,,144,205.353,0.051,10
,,,,,,,,,,,,,,,,,,,,,,144,278.256,0.06,10
,,,,,,,,,,,,,,,,,,,,,,144,365.174,0.062,10
,,,,,,,,,,,,,,,,,,,,,,144,486.968,0.052,10
,,,,,,,,,,,,,,,,,,,,,,144,649.382,0.038,10
,,,,,,,,,,,,,,,,,,,,,,144,852.228,0.026,10
,,,,,,,,,,,,,,,,,,,,,,144,1421.601,0.014,10
,,,,,,,,,,,,,,,,,,,,,,144,1988.892,0.037,10
,,,,,,,,,,,,,,,,,,,,,,144,2610.157,0.099,10
,,,,,,,,,,,,,,,,,,,,,,144,3371.148,0.214,10
,,,,,,,,,,,,,,,,,,,,,,144,3831.187,0.273,10
,,,,,,,,,,,,,,,,,,,,,,144,4641.589,0.368,10
,,,,,,,,,,,,,,,,,,,,,,144,6189.658,0.496,10
,,,,,,,,,,,,,,,,,,,,,,144,8123.108,0.556,10
,,,,,,,,,,,,,,,,,,,,,,144,10660.505,0.543,10
,,,,,,,,,,,,,,,,,,,,,,144,12915.497,0.498,10
,,,,,,,,,,,,,,,,,,,,,,144,14445.156,0.45,10
,,,,,,,,,,,,,,,,,,,,,,144,19262.924,0.286,10
,,,,,,,,,,,,,,,,,,,,,,144,21544.347,0.234,10
,,,,,,,,,,,,,,,,,,,,,,144,24484.367,0.128,10
,,,,,,,,,,,,,,,,,,,,,,144,33176.711,0.036,10
,,,,,,,,,,,,,,,,,,,,,,144,48696.753,0.018,10
,,,,,,,,,,,,,,,,,,,,,,144,59948.425,0.015,10
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,146,1.778,0.004,10
,,,,,,,,,,,,,,,,,,,,,,146,2.297,0.004,10
,,,,,,,,,,,,,,,,,,,,,,146,3.063,0.008,10
,,,,,,,,,,,,,,,,,,,,,,146,4.084,0.013,10
,,,,,,,,,,,,,,,,,,,,,,146,5.36,0.021,10
,,,,,,,,,,,,,,,,,,,,,,146,6.923,0.023,10
,,,,,,,,,,,,,,,,,,,,,,146,9.232,0.023,10
,,,,,,,,,,,,,,,,,,,,,,146,12.509,0.025,10
,,,,,,,,,,,,,,,,,,,,,,146,16.416,0.032,10
,,,,,,,,,,,,,,,,,,,,,,146,21.544,0.034,10
,,,,,,,,,,,,,,,,,,,,,,146,29.663,0.033,10
,,,,,,,,,,,,,,,,,,,,,,146,38.312,0.028,10
,,,,,,,,,,,,,,,,,,,,,,146,51.913,0.027,10
,,,,,,,,,,,,,,,,,,,,,,146,68.129,0.034,10
,,,,,,,,,,,,,,,,,,,,,,146,89.411,0.053,10
,,,,,,,,,,,,,,,,,,,,,,146,119.231,0.061,10
,,,,,,,,,,,,,,,,,,,,,,146,161.56,0.053,10
,,,,,,,,,,,,,,,,,,,,,,146,212.026,0.032,10
,,,,,,,,,,,,,,,,,,,,,,146,278.256,0.017,10
,,,,,,,,,,,,,,,,,,,,,,146,365.174,0.011,10
,,,,,,,,,,,,,,,,,,,,,,146,494.817,0.008,10
,,,,,,,,,,,,,,,,,,,,,,146,649.382,0.007,10
,,,,,,,,,,,,,,,,,,,,,,146,879.923,0.011,10
,,,,,,,,,,,,,,,,,,,,,,146,1118.436,0.013,10
,,,,,,,,,,,,,,,,,,,,,,146,1515.499,0.03,10
,,,,,,,,,,,,,,,,,,,,,,146,1988.892,0.083,10
,,,,,,,,,,,,,,,,,,,,,,146,2260.303,0.156,10
,,,,,,,,,,,,,,,,,,,,,,146,2610.157,0.226,10
,,,,,,,,,,,,,,,,,,,,,,146,3014.163,0.367,10
,,,,,,,,,,,,,,,,,,,,,,146,3425.486,0.471,10
,,,,,,,,,,,,,,,,,,,,,,146,4019.45,0.591,10
,,,,,,,,,,,,,,,,,,,,,,146,4716.405,0.708,10
,,,,,,,,,,,,,,,,,,,,,,146,6189.658,0.759,10
,,,,,,,,,,,,,,,,,,,,,,146,6704.847,0.7,10
,,,,,,,,,,,,,,,,,,,,,,146,7994.251,0.576,10
,,,,,,,,,,,,,,,,,,,,,,146,9531.619,0.429,10
,,,,,,,,,,,,,,,,,,,,,,146,11006.942,0.282,10
,,,,,,,,,,,,,,,,,,,,,,146,11923.092,0.202,10
,,,,,,,,,,,,,,,,,,,,,,146,14677.993,0.084,10
,,,,,,,,,,,,,,,,,,,,,,146,16416.394,0.053,10
,,,,,,,,,,,,,,,,,,,,,,146,19888.916,0.016,10
,,,,,,,,,,,,,,,,,,,,,,146,25687.523,0.014,10
,,,,,,,,,,,,,,,,,,,,,,146,32132.495,0.016,10
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,153,1.456,0.006,11
,,,,,,,,,,,,,,,,,,,,,,153,2.69,0.006,11
,,,,,,,,,,,,,,,,,,,,,,153,3.919,0.02,11
,,,,,,,,,,,,,,,,,,,,,,153,5.329,0.022,11
,,,,,,,,,,,,,,,,,,,,,,153,7.368,0.022,11
,,,,,,,,,,,,,,,,,,,,,,153,9.69,0.034,11
,,,,,,,,,,,,,,,,,,,,,,153,12.117,0.055,11
,,,,,,,,,,,,,,,,,,,,,,153,16.795,0.083,11
,,,,,,,,,,,,,,,,,,,,,,153,20.99,0.098,11
,,,,,,,,,,,,,,,,,,,,,,153,27.11,0.098,11
,,,,,,,,,,,,,,,,,,,,,,153,31.572,0.085,11
,,,,,,,,,,,,,,,,,,,,,,153,39.326,0.06,11
,,,,,,,,,,,,,,,,,,,,,,153,44.996,0.039,11
,,,,,,,,,,,,,,,,,,,,,,153,55.129,0.021,11
,,,,,,,,,,,,,,,,,,,,,,153,73.634,0.015,11
,,,,,,,,,,,,,,,,,,,,,,153,103.546,0.012,11
,,,,,,,,,,,,,,,,,,,,,,153,140.815,0.017,11
,,,,,,,,,,,,,,,,,,,,,,153,173.087,0.037,11
,,,,,,,,,,,,,,,,,,,,,,153,205.792,0.066,11
,,,,,,,,,,,,,,,,,,,,,,153,245.01,0.112,11
,,,,,,,,,,,,,,,,,,,,,,153,323.372,0.166,11
